DATAFLOW,FREQ: Frequency,COUNTRY: Country,REGION: Tourist region,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_COUNTRY_2: Note Country 2,NOTE_COUNTRY_1: Note Country 1,NOTE_REGION_2: Note Region 2,NOTE_REGION_1: Note Region 1,NOTE_YEAR_2: Note year 2,NOTE_YEAR_1: Note year 1
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2013,1.795528489,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2014,1.726052959,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2015,1.724620372,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2016,1.704517811,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2017,1.576975821,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2018,1.553204559,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2019,1.655632482,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2020,1.552026853,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL12: France,R07: Moselle,2021,1.655632482,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2011,2.110294118,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2012,1.802547771,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2013,1.748148148,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2014,1.620689655,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2015,1.61875,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2016,8.13740458,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2017,9.222222222,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2018,12.84615385,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2019,11.6746988,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2020,1.094736842,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R05: Ardennes,2021,11.6746988,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2011,3.163636364,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2012,3.11627907,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2013,2.027777778,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2014,2.253521127,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2015,3.018691589,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2016,2.692307692,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2017,1.421052632,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2018,1.293413174,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2019,1.395833333,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2020,1.407407407,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL04: Turkey,R07: Moselle,2021,1.413043478,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2011,2.287183184,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2012,2.333108613,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2013,2.592111004,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2014,2.678187592,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2015,2.539697183,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2016,2.530261156,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2017,2.431558152,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2018,2.411988163,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2019,2.533400973,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2020,2.259231888,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,L01: Total,R07: Moselle,2021,2.066259644,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2011,1.954545455,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2012,2.266666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2013,3.681818182,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2014,1.714285714,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2015,3.166666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2016,1.814814815,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2017,7.090909091,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2018,4.142857143,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2019,4.411764706,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2020,1.266666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R05: Ardennes,2021,4.411764706,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2011,2.142857143,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2012,1.5625,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2013,2.076923077,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2014,1.789473684,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2015,3.571428571,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2016,1.4,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2017,2.357142857,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2018,2.4,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2019,2,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2020,1,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL07: Croatia,R06: Mullerthal,2021,2,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2011,3.771932636,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2012,3.980814586,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2013,4.157285786,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2014,4.124046931,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2015,4.231048054,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2016,4.257667953,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2017,4.038620667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2018,4.383249774,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2019,3.877969981,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2020,3.881337884,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL20: Netherlands,R01: Total,2021,3.877969981,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2011,2.152685308,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2012,1.929149798,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2013,2.006127056,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2014,2.007358177,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2015,1.940655447,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2016,2.148839556,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2017,2.20680372,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2018,2.19873366,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2019,2.086151655,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2020,1.700779221,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL34: of which: Brazil,R02: Centre,2021,2.086151655,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2011,2.201633486,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2012,2.057432432,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2013,1.955353902,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2014,1.836782279,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2015,2.125925926,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2016,2.019405321,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2017,1.996777312,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2018,2.115311909,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2019,1.902169915,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2020,1.644179894,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL30: Norway,R02: Centre,2021,1.902169915,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2011,1.763120133,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2012,1.612239433,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2013,1.732258008,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2014,1.736964061,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2015,1.764269437,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2016,1.856914334,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2017,1.896907216,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2018,1.955456608,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2019,1.895912491,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2020,1.546228644,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL10: Asia,R01: Total,2021,1.839039633,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2011,2.513343799,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2012,2.492118227,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2013,2.396039604,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2014,2.2990092,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2015,2.667127454,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2016,2.939262473,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2017,2.581880342,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2018,2.537548027,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2019,2.377275792,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2020,1.980168269,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL13: Greece,R02: Centre,2021,2.377275792,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2011,2.223268112,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2012,2.027506785,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2013,2.540778839,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2014,2.256229593,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2015,2.763292216,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2016,3.256898192,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2017,3.325154959,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2018,3.49125824,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2019,3.017506631,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2020,1.578082192,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL07: Africa,R02: Centre,2021,2.025994281,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2011,2.105011557,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2012,2.138749174,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2013,2.15190961,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2014,2.504386469,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2015,2.26867917,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2016,2.320185776,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2017,2.292777837,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2018,2.331395554,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2019,2.245078842,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2020,2.201961719,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL16: Italy,R01: Total,2021,2.245078842,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2011,1.8375497,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2012,1.81402108,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2013,1.834777678,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2014,1.903367452,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2015,1.846116317,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2016,2.016941141,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2017,1.939866127,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2018,2.095203871,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2019,2.110793156,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2020,2.061235313,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SL01: European Union (EU),R08: Southern region,2021,2.309926208,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2011,2.63559322,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2012,1.817073171,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2013,2.104761905,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2014,1.547619048,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2015,2.753424658,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2016,2.805970149,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2017,3.274336283,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2018,4.186046512,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2019,2.84137931,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2020,1.421052632,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL11: Finland,R06: Mullerthal,2021,2.84137931,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2011,3.010909091,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2012,4.637323944,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2013,2.297142857,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2014,2.305755396,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2015,2.418032787,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2016,2.474708171,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2017,2.721649485,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2018,3.200787402,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2019,3.239130435,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2020,1.703517588,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL09: Spain,R05: Ardennes,2021,3.239130435,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2011,2.090909091,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2012,5.3,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2013,2.222222222,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2014,1.75,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2015,1.673469388,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2016,9.866666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2017,1.880952381,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2018,2.227272727,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2019,1.635294118,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2020,1.733333333,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL27: Slovenia,R07: Moselle,2021,1.635294118,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2011,1.461538462,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2012,1.666666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2013,5.571428571,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2014,1.954545455,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2015,2.76,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2016,2.05,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2017,1.722222222,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2018,2.571428571,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2019,2.416666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2020,2,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL10: Estonia,R07: Moselle,2021,2.416666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2011,3.990825688,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2012,2.733333333,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2013,1.886597938,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2014,1.967948718,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2015,1.767772512,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2016,1.718446602,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2017,2.172661871,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2018,2.256756757,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2019,1.977941176,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2020,1.9,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL28: Sweden,R06: Mullerthal,2021,1.977941176,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2011,2.338855422,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2012,2.186885246,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2013,1.736080178,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2014,2.16024974,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2015,1.874623872,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2016,2.180827887,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2017,2.656007752,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2018,2.047277937,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2019,2.0544919,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2020,1.778846154,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL24: Romania,R08: Southern region,2021,2.0544919,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2011,1.842105263,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2012,4.6875,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2013,2.16,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2014,4.958333333,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2015,5,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2016,3.735849057,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2017,5.071428571,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2018,6.535714286,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2019,5.916666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2020,2.409090909,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL26: Slovakia,R05: Ardennes,2021,5.916666667,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL31: Switzerland (Liechtenstein included),R07: Moselle,2011,1.834326579,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL31: Switzerland (Liechtenstein included),R07: Moselle,2012,1.750642674,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL31: Switzerland (Liechtenstein included),R07: Moselle,2013,1.763568773,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL31: Switzerland (Liechtenstein included),R07: Moselle,2014,1.81388621,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL31: Switzerland (Liechtenstein included),R07: Moselle,2015,1.906155399,,1: One,,,,,,
LU1:DF_D5303(1.0),A: Annual,SSL31: Switzerland (Liechtenstein included),R07: Moselle,2016,1.876606684,,1: One,,,,,,
