DATAFLOW,PRICE: Price,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_QUARTER_2: Note quarter 2,NOTE_QUARTER_1: Note quarter 1,NOTE_PRICE_2: Note Price 2,NOTE_PRICE_1: Note Price 1,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2017-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2017-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2017-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2018,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2018-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2018-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2018-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2018-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2019,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2019-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2019-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2019-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2019-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2020,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2020-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2020-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2020-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2020-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2021,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2021-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2021-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2021-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2021-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2022,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2022-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2022-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2022-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,Q: Quarterly,2022-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2007,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2007-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2007-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2007-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2007-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2008,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2008-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2008-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2008-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2008-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2009,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2009-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2009-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2009-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2009-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2010,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2010-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2010-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2010-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2010-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2011,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2011-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2011-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2011-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2011-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2012,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2012-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2012-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2012-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2012-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2013,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2013-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2013-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2013-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2013-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2014,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2014-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2014-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2014-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2014-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2015,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2015-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2015-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2015-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2015-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2016,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2016-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2016-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2016-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2016-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2017,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2017-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2017-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2017-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2017-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2018,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2018-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2018-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2018-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2018-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2019,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2019-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2019-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2019-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2019-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2020,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2020-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2020-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2020-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2020-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2021,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2021-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2021-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2021-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2021-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2022,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2022-Q1,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2022-Q2,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2022-Q3,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,A: Annual,2022-Q4,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2007,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2007-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2007-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2007-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2007-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2008,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2008-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2008-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2008-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2008-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2009,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2009-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2009-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2009-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2009-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2010,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2010-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2010-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2010-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2010-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2011,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2011-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2011-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2011-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2011-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2012,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2012-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2012-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2012-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2012-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2013,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2013-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2013-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2013-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2013-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2014,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2014-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2014-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2014-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2014-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2015,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2015-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2015-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2015-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2015-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2016,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2016-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2016-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2016-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2016-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2017,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2017-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2017-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2017-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2017-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2018,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2018-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2018-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2018-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2018-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2019,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2019-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2019-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2019-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2019-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2020,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2020-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2020-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2020-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2020-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2021,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2021-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2021-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2021-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2021-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2022,,,,,,,
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2022-Q1,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2022-Q2,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2022-Q3,,,,,,,3: Three
LU1:DF_A4504(1.0),L01: Unleaded gasoline 95 octane,Q: Quarterly,2022-Q4,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2007,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2007-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2007-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2007-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2007-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2008,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2008-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2008-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2008-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2008-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2009,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2009-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2009-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2009-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2009-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2010,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2010-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2010-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2010-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2010-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2011,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2011-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2011-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2011-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2011-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2012,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2012-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2012-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2012-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2012-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2013,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2013-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2013-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2013-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2013-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2014,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2014-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2014-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2014-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2014-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2015,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2015-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2015-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2015-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2015-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2016,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2016-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2016-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2016-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2016-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2017,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2017-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2017-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2017-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2017-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2018,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2018-Q1,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2018-Q2,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2018-Q3,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2018-Q4,,,,,,,
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2019,,,,,,,3: Three
LU1:DF_A4504(1.0),L02: Unleaded gasoline 98 octane,A: Annual,2019-Q1,,,,,,,
