DATAFLOW,FREQ: Frequency,SPECIFICATION: Specification,TIME_PERIOD: Time period,OBS_VALUE,OBS_STATUS: Observation status,DECIMALS: Decimals,NOTE_MONTH_2: Note Month 2,NOTE_MONTH_1: Note Month 1,NOTE_SPECIFICATION_2: Note specification 2,NOTE_SPECIFICATION_1: Note specification 1
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-04,452178435,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-05,451929958,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-06,447532406,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-07,490579560,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-08,429112090,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-09,458049099,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-10,496300883,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-11,483623425,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2015-12,444668008,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-01,498891266,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-02,477341665,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-03,502978441,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-04,473282201,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-05,472006282,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-06,473304971,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-07,482039291,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-08,420602621,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-09,481718654,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-10,503229447,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-11,500101256,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2016-12,479738027,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-01,532713496,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-02,458568660,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-03,492741536,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-04,452564607,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-05,459859289,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-06,463531603,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-07,484829428,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-08,425288833,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-09,473622156,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-10,516058636,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-11,496253162,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2017-12,466173404,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-01,515824204,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-02,506836775,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-03,532265379,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-04,464417177,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-05,474781394,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-06,481436251,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-07,504089391,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-08,432378097,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-09,468782594,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-10,496119287,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-11,488503528,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2018-12,459552763,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-01,539316296,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-02,480184505,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-03,496284816,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-04,483876751,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-05,480321079,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-06,456334655,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-07,472559604,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-08,406138062,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-09,450865915,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-10,465487284,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-11,471621256,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2019-12,404020901,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-01,477235876,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-02,436424492,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-03,373304003,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-04,351902564,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-05,391833568,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-06,399349915,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-07,430657846,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-08,433994724,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-09,457450013,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-10,465964584,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-11,477219617,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2020-12,433979935,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-01,485088343,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-02,444276219,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-03,470005453,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-04,429102711,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-05,409198806,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-06,444028465,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-07,445030260,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-08,394951816,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-09,454537593,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-10,474939707,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-11,500647543,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2021-12,445933108,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-01,574512445,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-02,484980616,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-03,530528614,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-04,473224608,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-05,473925791,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-06,439401677,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-07,445823034,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-08,407849549,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A01: Imports (without pumping),2022-09,492786968,,0: Zero,,,A01: Définitions : Importations,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-01,15882142,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-02,13229723,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-03,17904608,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-04,15224301,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-05,6369060,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-06,7452604,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-07,3751408,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-08,3507759,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-09,5638506,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-10,10851523,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-11,12449519,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2008-12,15916232,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-01,11527315,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-02,13424024,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-03,14730371,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-04,10755240,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-05,7583629,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-06,4388242,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-07,4287438,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-08,2390825,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-09,1866118,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-10,2293718,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-11,9565831,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2009-12,16250495,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-01,14132225,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-02,13223215,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-03,15539712,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-04,10291283,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-05,5648482,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-06,4643948,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-07,1755734,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-08,4023781,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-09,4580646,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-10,4352950,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-11,11767289,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2010-12,13785262,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-01,15089466,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-02,10744454,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-03,7112049,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-04,3834504,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-05,1260948,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-06,1712983,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-07,1848228,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-08,2601745,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-09,1272153,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-10,2183815,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-11,1632180,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2011-12,9197895,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-01,12466523,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-02,7840263,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-03,6994270,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-04,5427735,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-05,8786724,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-06,6034111,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-07,7311514,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-08,4031911,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-09,2386097,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-10,7418678,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-11,10516578,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2012-12,14023021,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-01,13939370,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-02,12365367,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-03,13569664,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-04,9720635,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-05,10184314,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-06,6297274,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-07,3697195,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-08,1607809,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-09,4590878,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-10,9080780,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-11,13675361,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2013-12,13393272,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-01,17960004,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-02,15564874,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-03,9930255,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-04,4215507,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-05,4550359,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-06,1987435,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-07,4413463,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-08,7216518,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-09,4106581,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-10,8485265,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-11,10434445,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2014-12,12968814,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-01,14807944,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-02,14129895,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-03,12706427,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-04,10477334,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-05,7295516,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-06,3704651,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-07,1128196,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-08,1217021,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-09,4146498,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-10,3004893,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-11,6195003,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2015-12,11911110,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-01,16934871,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-02,17085639,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-03,13278570,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-04,12825534,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-05,10365999,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-06,12978223,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-07,7337028,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-08,4040823,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-09,1900644,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-10,2471432,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-11,5844739,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2016-12,3625195,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-01,4867541,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-02,11971945,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-03,14616885,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-04,4973211,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-05,4426380,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-06,2018477,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-07,1862801,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-08,2055618,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-09,3384097,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-10,4727494,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-11,9870058,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2017-12,16748752,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-01,14965051,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-02,12799727,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-03,13746038,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-04,11166949,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-05,6982039,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-06,7700484,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-07,2123978,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-08,1340028,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-09,916614,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-10,1023764,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-11,1685766,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2018-12,14323949,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-01,13390055,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-02,14629164,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-03,15398100,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-04,7772685,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-05,7701113,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-06,4035261,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-07,1199012,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-08,1688234,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-09,1024993,,0: Zero,,,,
LU1:DF_A4102(1.0),M: Monthly,A03: Hydro production (without pumping),2019-10,6933030,,0: Zero,,,,
